cell_id,lat,lon,distance_km,G_WSM,G_CMT,G_v04b_total,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab,G_v04c_total,T13_exact_none_%,T18_exact_none_%,T13_ever_none_%,T18_ever_none_%,T13_first_none_%,T18_first_none_%,T13_exact_v03_%,T18_exact_v03_%,T13_ever_v03_%,T18_ever_v03_%,T13_first_v03_%,T18_first_v03_%,T13_exact_v04a_%,T18_exact_v04a_%,T13_ever_v04a_%,T18_ever_v04a_%,T13_first_v04a_%,T18_first_v04a_%,T13_exact_v04b_%,T18_exact_v04b_%,T13_ever_v04b_%,T18_ever_v04b_%,T13_first_v04b_%,T18_first_v04b_%,T13_exact_v04c_%,T18_exact_v04c_%,T13_ever_v04c_%,T18_ever_v04c_%,T13_first_v04c_%,T18_first_v04c_%,DeltaEver_v04c_vs_v04b_T18_pp,DeltaExact_v04c_vs_v04b_T18_pp,Rank_first_v04c_T18,Rank_ever_v04c_T18
52,-52.5,-117.5,14251.008549978531,0.9876227834292353,1.0,0.9876227834292353,False,0,,,,,,0.0,0.0,0.5,1.0,0.9876227834292353,0.0,0.02,0.0,0.05,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.04,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.02,0.0,0.05,0.0,0.03,0.0,0.0,665,618
53,-52.5,-112.5,14588.60356536083,0.9525527683633339,1.0,0.9525527683633339,False,0,,,,,,0.0,0.0,0.5,1.0,0.9525527683633339,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.0,240,339
54,-52.5,-107.5,14926.991759111766,0.93327083509336,1.0,0.93327083509336,False,0,,,,,,0.0,0.0,0.5,1.0,0.93327083509336,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.05,0.0,0.0,366,472
55,-52.5,-102.5,15264.54408735736,0.9398706581233498,1.0,0.9398706581233498,False,0,,,,,,0.0,0.0,0.5,1.0,0.9398706581233498,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,818,918
56,-52.5,-97.5,15599.340865616085,1.0896172284562082,1.0,1.0896172284562082,False,0,,,,,,0.0,0.0,0.5,1.0,1.0896172284562082,0.0,0.03,0.01,0.07,0.01,0.06,0.0,0.03,0.01,0.07,0.01,0.05,0.0,0.03,0.01,0.07,0.01,0.05,0.0,0.03,0.01,0.07,0.01,0.05,0.0,0.03,0.01,0.07,0.01,0.05,0.0,0.0,366,339
57,-52.5,-92.5,15929.04796756094,1.0784980317342567,1.0,1.0784980317342567,False,0,,,,,,0.0,0.0,0.5,1.0,1.0784980317342567,0.0,0.04,0.01,0.05,0.01,0.02,0.0,0.04,0.01,0.05,0.01,0.01,0.0,0.04,0.01,0.05,0.01,0.01,0.0,0.04,0.01,0.05,0.01,0.01,0.0,0.04,0.01,0.05,0.01,0.01,0.0,0.0,913,618
58,-52.5,-87.5,16250.745098543397,0.9444228141939648,1.0,0.9444228141939648,False,0,,,,,,0.0,0.0,0.5,1.0,0.9444228141939648,0.0,0.02,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
59,-52.5,-82.5,16560.690909346184,0.9930070942535686,1.0,0.9930070942535686,False,0,,,,,,0.0,0.0,0.5,1.0,0.9930070942535686,0.01,0.0,0.01,0.03,0.01,0.03,0.01,0.0,0.01,0.03,0.01,0.03,0.01,0.0,0.01,0.03,0.01,0.03,0.01,0.0,0.01,0.03,0.01,0.03,0.01,0.0,0.01,0.03,0.01,0.03,0.0,0.0,665,868
60,-52.5,-77.5,16854.014251357887,1.0969302969000858,1.0,1.0969302969000858,False,0,,,,,,0.0,0.0,0.5,1.0,1.0969302969000858,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.03,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.03,0.0,0.0,665,762
61,-52.5,-72.5,17124.344779776333,1.1422452713376643,1.0,1.1422452713376643,False,0,,,,,,0.0,0.0,0.5,1.0,1.1422452713376643,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.0,818,762
62,-52.5,-67.5,17363.466092948034,0.9721838781624043,1.0,0.9721838781624043,False,0,,,,,,0.0,0.0,0.5,1.0,0.9721838781624043,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.0,240,339
63,-52.5,97.5,9996.70575404692,1.0588103326557743,1.0,1.0588103326557743,False,0,,,,,,0.0,0.0,0.5,1.0,1.0588103326557743,0.0,0.02,0.01,0.12,0.01,0.1,0.0,0.03,0.01,0.12,0.01,0.09,0.0,0.03,0.01,0.12,0.01,0.09,0.0,0.03,0.01,0.12,0.01,0.09,0.0,0.03,0.01,0.12,0.01,0.09,0.0,0.0,29,18
64,-52.5,102.5,9851.16361321866,1.0931012937804128,1.0,1.0931012937804128,False,0,,,,,,0.0,0.0,0.5,1.0,1.0931012937804128,0.0,0.03,0.0,0.06,0.0,0.04,0.01,0.02,0.01,0.06,0.0,0.05,0.01,0.02,0.01,0.06,0.0,0.05,0.01,0.02,0.01,0.06,0.0,0.05,0.01,0.02,0.01,0.06,0.0,0.05,0.0,0.0,366,472
65,-52.5,107.5,9727.477841324939,1.025666527752884,1.0,1.025666527752884,False,0,,,,,,0.0,0.0,0.5,1.0,1.025666527752884,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.01,0.0,0.03,0.0,0.03,0.0,0.0,665,868
66,-52.5,112.5,9626.585691683655,0.8602696424106269,1.0,0.8602696424106269,False,0,,,,,,0.0,0.0,0.5,1.0,0.8602696424106269,0.01,0.03,0.01,0.06,0.0,0.03,0.01,0.03,0.01,0.06,0.0,0.03,0.01,0.03,0.01,0.06,0.0,0.03,0.01,0.03,0.01,0.06,0.0,0.03,0.01,0.03,0.01,0.06,0.0,0.03,0.0,0.0,665,472
67,-52.5,117.5,9549.284985425125,0.8157742330590645,1.0,0.8157742330590645,False,0,,,,,,0.0,0.0,0.5,1.0,0.8157742330590645,0.01,0.01,0.01,0.05,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.0,0.0,526,618
68,-52.5,122.5,9496.208359280039,0.954263380904385,1.0,0.954263380904385,False,0,,,,,,0.0,0.0,0.5,1.0,0.954263380904385,0.0,0.03,0.0,0.06,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.07,0.0,0.05,0.0,0.0,366,339
69,-52.5,127.5,9467.80139101501,1.1151090085139734,1.0,1.1151090085139734,False,0,,,,,,0.0,0.0,0.5,1.0,1.1151090085139734,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.03,0.0,0.07,0.0,0.05,0.0,0.04,0.0,0.08,0.0,0.06,0.0,0.04,0.0,0.08,0.0,0.06,0.0,0.04,0.0,0.08,0.0,0.06,0.0,0.0,240,221
70,-52.5,132.5,9464.306410274094,1.2835834841827647,1.0,1.2835834841827647,False,0,,,,,,0.0,0.0,0.5,1.0,1.2835834841827647,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.01,0.0,0.07,0.0,0.06,0.0,0.0,240,339
71,-52.5,137.5,9485.753419984168,1.3704230614742499,1.0,1.3704230614742499,False,0,,,,,,0.0,0.0,0.5,1.0,1.3704230614742499,0.01,0.03,0.01,0.06,0.0,0.05,0.02,0.02,0.02,0.06,0.01,0.05,0.02,0.02,0.02,0.06,0.01,0.05,0.02,0.02,0.02,0.06,0.01,0.05,0.02,0.02,0.02,0.06,0.01,0.05,0.0,0.0,366,472
72,-52.5,142.5,9531.958958831718,1.3911077107663792,1.0,1.3911077107663792,False,0,,,,,,0.0,0.0,0.5,1.0,1.3911077107663792,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.0,913,868
73,-52.5,147.5,9602.533010426641,1.3694921708988557,1.0,1.3694921708988557,False,0,,,,,,0.0,0.0,0.5,1.0,1.3694921708988557,0.0,0.02,0.01,0.04,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.0,665,618
74,-52.5,152.5,9696.8933229822,1.2962543808705576,1.0,1.2962543808705576,False,0,,,,,,0.0,0.0,0.5,1.0,1.2962543808705576,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,818,918
75,-52.5,157.5,9814.285862192752,1.183679488768238,1.0,1.183679488768238,False,0,,,,,,0.0,0.0,0.5,1.0,1.183679488768238,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.01,0.01,0.01,0.05,0.01,0.04,0.0,0.0,526,618
76,-52.5,162.5,9953.80967239738,1.1414080146762933,1.0,1.1414080146762933,True,10,puy,3.5338554143909993,1.5583451390262997,157.59406449134406,1.9482762336730004,0.9776589005219326,0.6141366650443951,0.004450789011461549,0.6956650601981177,0.7940376752403976,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.0,818,868
77,-52.5,167.5,10114.444214976707,1.2096283296735122,1.0,1.2096283296735122,False,0,,,,,,0.0,0.0,0.5,1.0,1.2096283296735122,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.0,665,762
78,-52.5,172.5,10295.0772852028,1.2941596887036888,1.0,1.2941596887036888,False,0,,,,,,0.0,0.0,0.5,1.0,1.2941596887036888,0.0,0.03,0.01,0.08,0.01,0.08,0.0,0.03,0.01,0.08,0.01,0.08,0.0,0.03,0.01,0.08,0.01,0.08,0.0,0.03,0.01,0.08,0.01,0.08,0.0,0.03,0.01,0.08,0.01,0.08,0.0,0.0,66,221
79,-52.5,177.5,10494.531834002668,1.3303716331691098,1.0,1.3303716331691098,False,0,,,,,,0.0,0.0,0.5,1.0,1.3303716331691098,0.0,0.01,0.01,0.05,0.01,0.05,0.01,0.0,0.02,0.05,0.02,0.05,0.01,0.0,0.02,0.05,0.02,0.05,0.01,0.0,0.02,0.05,0.02,0.05,0.01,0.0,0.02,0.05,0.02,0.05,0.0,0.0,366,618
80,-47.5,-177.5,10295.959911648906,1.2340169626947755,1.0,1.2340169626947755,False,0,,,,,,0.0,0.0,0.5,1.0,1.2340169626947755,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.03,0.01,0.08,0.01,0.06,0.0,0.0,240,221
81,-47.5,-172.5,10553.418701072991,1.0922667330887137,1.0,1.0922667330887137,False,0,,,,,,0.0,0.0,0.5,1.0,1.0922667330887137,0.0,0.03,0.02,0.07,0.02,0.06,0.0,0.04,0.02,0.08,0.02,0.07,0.0,0.04,0.02,0.08,0.02,0.07,0.0,0.04,0.02,0.08,0.02,0.07,0.0,0.04,0.02,0.08,0.02,0.07,0.0,0.0,135,221
82,-47.5,-167.5,10827.009257858143,1.0197847313870503,1.0,1.0197847313870503,False,0,,,,,,0.0,0.0,0.5,1.0,1.0197847313870503,0.01,0.03,0.02,0.08,0.02,0.07,0.0,0.03,0.02,0.08,0.02,0.07,0.0,0.03,0.02,0.08,0.02,0.07,0.0,0.03,0.02,0.08,0.02,0.07,0.0,0.03,0.02,0.08,0.02,0.07,0.0,0.0,135,221
83,-47.5,-162.5,11115.367138946522,0.9860162269586563,1.0,0.9860162269586563,False,0,,,,,,0.0,0.0,0.5,1.0,0.9860162269586563,0.0,0.02,0.01,0.05,0.01,0.03,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.0,818,618
84,-47.5,-157.5,11417.178982550276,1.0091898603671612,1.0,1.0091898603671612,False,0,,,,,,0.0,0.0,0.5,1.0,1.0091898603671612,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,818,762
85,-47.5,-152.5,11731.18789530271,1.1975748452641004,1.0,1.1975748452641004,False,0,,,,,,0.0,0.0,0.5,1.0,1.1975748452641004,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.02,0.0,0.07,0.0,0.06,0.0,0.0,240,339
86,-47.5,-147.5,12056.194623686742,1.2584372392639316,1.0,1.2584372392639316,False,0,,,,,,0.0,0.0,0.5,1.0,1.2584372392639316,0.0,0.03,0.01,0.08,0.01,0.05,0.0,0.04,0.01,0.09,0.01,0.05,0.0,0.04,0.01,0.09,0.01,0.05,0.0,0.04,0.01,0.09,0.01,0.05,0.0,0.04,0.01,0.09,0.01,0.05,0.0,0.0,366,146
87,-47.5,-142.5,12391.055037466975,1.2605111044166362,1.0,1.2605111044166362,False,0,,,,,,0.0,0.0,0.5,1.0,1.2605111044166362,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.04,0.0,0.0,526,339
88,-47.5,-137.5,12734.674294248362,1.249232128060673,1.0,1.249232128060673,False,0,,,,,,0.0,0.0,0.5,1.0,1.249232128060673,0.0,0.01,0.01,0.05,0.01,0.05,0.0,0.0,0.01,0.05,0.01,0.05,0.0,0.0,0.01,0.05,0.01,0.05,0.0,0.0,0.01,0.05,0.01,0.05,0.0,0.0,0.01,0.05,0.01,0.05,0.0,0.0,366,618
89,-47.5,-132.5,13085.997824416318,1.232258152178391,1.0,1.232258152178391,False,0,,,,,,0.0,0.0,0.5,1.0,1.232258152178391,0.0,0.03,0.02,0.11,0.02,0.1,0.0,0.03,0.02,0.11,0.02,0.1,0.0,0.03,0.02,0.11,0.02,0.1,0.0,0.03,0.02,0.11,0.02,0.1,0.0,0.03,0.02,0.11,0.02,0.1,0.0,0.0,13,40
90,-47.5,-127.5,13443.998968786073,1.1732155995123077,1.0,1.1732155995123077,False,0,,,,,,0.0,0.0,0.5,1.0,1.1732155995123077,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.0,913,918
91,-47.5,-122.5,13807.662689581637,1.1032468889747489,1.0,1.1032468889747489,False,0,,,,,,0.0,0.0,0.5,1.0,1.1032468889747489,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.0,818,762
92,-47.5,-117.5,14175.964199941389,1.0702342728744008,1.0,1.0702342728744008,False,0,,,,,,0.0,0.0,0.5,1.0,1.0702342728744008,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.01,0.0,0.0,913,868
93,-47.5,-112.5,14547.840510532295,1.0669810762061835,1.0,1.0669810762061835,False,0,,,,,,0.0,0.0,0.5,1.0,1.0669810762061835,0.0,0.02,0.01,0.07,0.01,0.06,0.0,0.02,0.01,0.07,0.01,0.06,0.0,0.02,0.01,0.07,0.01,0.06,0.0,0.02,0.01,0.07,0.01,0.06,0.0,0.02,0.01,0.07,0.01,0.06,0.0,0.0,240,339
94,-47.5,-107.5,14922.151585864875,1.090326435007205,1.0,1.090326435007205,False,0,,,,,,0.0,0.0,0.5,1.0,1.090326435007205,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.0,913,918
95,-47.5,-102.5,15297.625710047818,1.081648074060539,1.0,1.081648074060539,False,0,,,,,,0.0,0.0,0.5,1.0,1.081648074060539,0.01,0.0,0.01,0.06,0.01,0.06,0.01,0.02,0.01,0.07,0.01,0.05,0.01,0.02,0.01,0.07,0.01,0.05,0.01,0.02,0.01,0.07,0.01,0.05,0.01,0.02,0.01,0.07,0.01,0.05,0.0,0.0,366,339
96,-47.5,-97.5,15672.780211430678,1.0312137323948445,1.0,1.0312137323948445,False,0,,,,,,0.0,0.0,0.5,1.0,1.0312137323948445,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,818,918
97,-47.5,-92.5,16045.802900736247,0.9962946164539006,1.0,0.9962946164539006,False,0,,,,,,0.0,0.0,0.5,1.0,0.9962946164539006,0.0,0.01,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.02,0.0,0.04,0.0,0.03,0.0,0.0,665,762
98,-47.5,-87.5,16414.36978712223,0.9272896779182777,1.0,0.9272896779182777,False,0,,,,,,0.0,0.0,0.5,1.0,0.9272896779182777,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.04,0.0,0.05,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.03,0.0,0.04,0.0,0.02,0.0,0.0,818,762
99,-47.5,-82.5,16775.35837041371,0.8763548119089222,1.0,0.8763548119089222,False,0,,,,,,0.0,0.0,0.5,1.0,0.8763548119089222,0.0,0.02,0.0,0.06,0.0,0.04,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.0,0.03,0.0,0.0,665,472
100,-47.5,-77.5,17124.39056649534,0.8697759480899464,1.0,0.8697759480899464,True,148,sam,11.14329798479064,9.144352780805642,27.991893787035156,3.3297724756029856,0.957615257593154,0.5940035209554622,0.29885337227306435,0.8805181949018827,0.7658535477812332,0.0,0.02,0.0,0.08,0.0,0.08,0.0,0.04,0.0,0.08,0.0,0.06,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.03,0.0,0.08,0.0,0.07,0.0,0.04,0.0,0.08,0.0,0.06,0.0,0.010000000000000002,240,221
101,-47.5,-72.5,17455.108203230688,1.0499901881279021,1.0,1.0499901881279021,True,28,sam,21.365929671685713,15.932840211046425,20.32502356600701,2.7996289134025,0.9985519207464613,0.6193963098196986,0.4721346784810263,0.9827403226792083,1.031867696290817,0.01,0.05,0.02,0.08,0.02,0.05,0.01,0.05,0.02,0.08,0.02,0.04,0.01,0.05,0.02,0.08,0.02,0.04,0.01,0.05,0.02,0.08,0.02,0.04,0.01,0.05,0.02,0.08,0.02,0.04,0.0,0.0,526,221
102,-47.5,-67.5,17758.07969574472,1.0939356425842324,1.0,1.0939356425842324,False,0,,,,,,0.0,0.0,0.5,1.0,1.0939356425842324,0.0,0.05,0.01,0.1,0.01,0.07,0.0,0.05,0.01,0.1,0.01,0.07,0.0,0.05,0.01,0.1,0.01,0.07,0.0,0.05,0.01,0.1,0.01,0.07,0.0,0.05,0.01,0.1,0.01,0.07,0.0,0.0,135,83
103,-47.5,97.5,9503.561851388522,0.9975749610820571,1.0,0.9975749610820571,False,0,,,,,,0.0,0.0,0.5,1.0,0.9975749610820571,0.01,0.04,0.01,0.09,0.01,0.05,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05,0.01,0.09,0.01,0.04,0.0,0.0,526,146
104,-47.5,102.5,9341.371967455512,1.067444547001195,1.0,1.067444547001195,False,0,,,,,,0.0,0.0,0.5,1.0,1.067444547001195,0.0,0.01,0.01,0.03,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.03,0.01,0.05,0.01,0.02,0.0,0.0,818,618
105,-47.5,107.5,9203.26959833828,1.0552110401613195,1.0,1.0552110401613195,False,0,,,,,,0.0,0.0,0.5,1.0,1.0552110401613195,0.0,0.02,0.01,0.06,0.01,0.04,0.01,0.03,0.02,0.07,0.02,0.05,0.01,0.03,0.02,0.07,0.02,0.05,0.01,0.03,0.02,0.07,0.02,0.05,0.01,0.03,0.02,0.07,0.02,0.05,0.0,0.0,366,339
106,-47.5,112.5,9090.423818842155,0.8911952805390259,1.0,0.8911952805390259,False,0,,,,,,0.0,0.0,0.5,1.0,0.8911952805390259,0.0,0.03,0.0,0.05,0.0,0.04,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.02,0.0,0.06,0.0,0.05,0.0,0.0,366,472
107,-47.5,117.5,9003.841114255187,0.8285314529156249,1.0,0.8285314529156249,False,0,,,,,,0.0,0.0,0.5,1.0,0.8285314529156249,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.01,0.0,0.08,0.0,0.08,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.0,135,221
108,-47.5,122.5,8944.326951942036,0.955487179535707,1.0,0.955487179535707,False,0,,,,,,0.0,0.0,0.5,1.0,0.955487179535707,0.0,0.03,0.0,0.04,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.01,0.0,0.0,913,618
109,-47.5,127.5,8912.452536888644,1.0787308821297203,1.0,1.0787308821297203,False,0,,,,,,0.0,0.0,0.5,1.0,1.0787308821297203,0.0,0.04,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.06,0.0,0.04,0.0,0.09,0.0,0.06,0.0,0.0,240,146
110,-47.5,132.5,8908.529872119796,1.2295084325607855,1.0,1.2295084325607855,False,0,,,,,,0.0,0.0,0.5,1.0,1.2295084325607855,0.0,0.01,0.01,0.06,0.01,0.06,0.0,0.02,0.01,0.07,0.01,0.07,0.0,0.02,0.01,0.07,0.01,0.07,0.0,0.02,0.01,0.07,0.01,0.07,0.0,0.02,0.01,0.07,0.01,0.07,0.0,0.0,135,339
111,-47.5,137.5,8932.597652978347,1.3462500982451668,1.0,1.3462500982451668,False,0,,,,,,0.0,0.0,0.5,1.0,1.3462500982451668,0.01,0.01,0.05,0.06,0.05,0.06,0.01,0.01,0.05,0.06,0.05,0.06,0.01,0.01,0.05,0.06,0.05,0.06,0.01,0.01,0.05,0.06,0.05,0.06,0.01,0.01,0.05,0.06,0.05,0.06,0.0,0.0,240,472
112,-47.5,142.5,8984.419493763151,1.3831177889189818,1.0,1.3831177889189818,False,0,,,,,,0.0,0.0,0.5,1.0,1.3831177889189818,0.0,0.02,0.01,0.05,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.04,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.02,0.01,0.06,0.01,0.05,0.0,0.0,366,472
113,-47.5,147.5,9063.49467851646,1.355265109180379,1.0,1.355265109180379,False,0,,,,,,0.0,0.0,0.5,1.0,1.355265109180379,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.01,0.0,0.04,0.0,0.03,0.0,0.0,665,762
114,-47.5,152.5,9169.080284874848,1.2430657014030366,1.0,1.2430657014030366,False,0,,,,,,0.0,0.0,0.5,1.0,1.2430657014030366,0.0,0.01,0.02,0.05,0.02,0.04,0.0,0.03,0.02,0.07,0.02,0.05,0.0,0.03,0.02,0.07,0.02,0.05,0.0,0.03,0.02,0.07,0.02,0.05,0.0,0.03,0.02,0.07,0.02,0.05,0.0,0.0,366,339
115,-47.5,157.5,9300.22240134563,1.1611497830697657,1.0,1.1611497830697657,False,0,,,,,,0.0,0.0,0.5,1.0,1.1611497830697657,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.04,0.01,0.06,0.01,0.03,0.0,0.0,665,472
