cell_id,lat,lon,slab2_covered,slab2_node_count,slab2_regions,slab2_depth_km,slab2_dip_deg,slab2_strike_deg,slab2_uncertainty_km,slab2_strike_coherence,Q_slab,A_slab,G_slab
203,-32.5,-162.5,False,0,,,,,,0.0,0.0,0.5,1.0
204,-32.5,-157.5,False,0,,,,,,0.0,0.0,0.5,1.0
205,-32.5,-152.5,False,0,,,,,,0.0,0.0,0.5,1.0
206,-32.5,-147.5,False,0,,,,,,0.0,0.0,0.5,1.0
207,-32.5,-142.5,False,0,,,,,,0.0,0.0,0.5,1.0
208,-32.5,-137.5,False,0,,,,,,0.0,0.0,0.5,1.0
209,-32.5,-132.5,False,0,,,,,,0.0,0.0,0.5,1.0
210,-32.5,-127.5,False,0,,,,,,0.0,0.0,0.5,1.0
211,-32.5,-122.5,False,0,,,,,,0.0,0.0,0.5,1.0
212,-32.5,-117.5,False,0,,,,,,0.0,0.0,0.5,1.0
213,-32.5,-112.5,False,0,,,,,,0.0,0.0,0.5,1.0
214,-32.5,-107.5,False,0,,,,,,0.0,0.0,0.5,1.0
215,-32.5,-102.5,False,0,,,,,,0.0,0.0,0.5,1.0
216,-32.5,-97.5,False,0,,,,,,0.0,0.0,0.5,1.0
217,-32.5,-92.5,False,0,,,,,,0.0,0.0,0.5,1.0
218,-32.5,-87.5,False,0,,,,,,0.0,0.0,0.5,1.0
219,-32.5,-82.5,False,0,,,,,,0.0,0.0,0.5,1.0
220,-32.5,-77.5,False,0,,,,,,0.0,0.0,0.5,1.0
221,-32.5,-72.5,True,5729,sam,30.786248492737307,15.202329064295599,9.4917014086143,11.689204985268645,0.9519332107782957,0.18391290959982845,0.48329532901288885,0.9969277953548525
222,-32.5,-67.5,True,10000,sam,144.39072848999842,21.08469236969667,28.117432946087902,28.787744719297734,0.5945587880243955,0.020225804510646254,0.5358637296521744,1.0007253727849676
223,-32.5,97.5,False,0,,,,,,0.0,0.0,0.5,1.0
224,-32.5,102.5,False,0,,,,,,0.0,0.0,0.5,1.0
225,-32.5,107.5,False,0,,,,,,0.0,0.0,0.5,1.0
226,-32.5,112.5,False,0,,,,,,0.0,0.0,0.5,1.0
227,-32.5,117.5,False,0,,,,,,0.0,0.0,0.5,1.0
228,-32.5,122.5,False,0,,,,,,0.0,0.0,0.5,1.0
229,-32.5,127.5,False,0,,,,,,0.0,0.0,0.5,1.0
230,-32.5,132.5,False,0,,,,,,0.0,0.0,0.5,1.0
231,-32.5,137.5,False,0,,,,,,0.0,0.0,0.5,1.0
232,-32.5,142.5,False,0,,,,,,0.0,0.0,0.5,1.0
233,-32.5,147.5,False,0,,,,,,0.0,0.0,0.5,1.0
234,-32.5,152.5,False,0,,,,,,0.0,0.0,0.5,1.0
235,-32.5,157.5,False,0,,,,,,0.0,0.0,0.5,1.0
236,-32.5,162.5,False,0,,,,,,0.0,0.0,0.5,1.0
237,-32.5,167.5,False,0,,,,,,0.0,0.0,0.5,1.0
238,-32.5,172.5,False,0,,,,,,0.0,0.0,0.5,1.0
239,-32.5,177.5,True,2599,ker,211.64653676159708,57.20244210178668,25.661925035061042,32.18899941076034,0.9872760078993937,0.027776541847014165,0.952816429870955,1.0125776745133261
240,-27.5,-177.5,True,8605,ker,63.159741254175955,19.45021381373005,13.542322142126674,15.397221100229252,0.9403190881878641,0.08810461883305347,0.43857554174318886,0.9945882215182569
241,-27.5,-172.5,False,0,,,,,,0.0,0.0,0.5,1.0
242,-27.5,-167.5,False,0,,,,,,0.0,0.0,0.5,1.0
243,-27.5,-162.5,False,0,,,,,,0.0,0.0,0.5,1.0
244,-27.5,-157.5,False,0,,,,,,0.0,0.0,0.5,1.0
